match,team,won,tier,change_per_min_person
643346528,dire,0,Normal,2.37685459941
640022519,dire,0,Normal,2.39258635215
623384981,dire,0,Normal,2.4505606524
639915588,radiant,0,Normal,2.46934791097
645199327,radiant,0,Normal,2.48708487085
625739549,dire,0,Normal,2.49369544132
643627112,dire,0,Normal,2.49459631278
638431876,radiant,0,Normal,2.49748237664
621620590,radiant,0,Normal,2.49767940021
639944687,dire,0,Normal,2.52235550709
636469748,dire,0,Normal,2.58517699115
628328743,dire,0,Normal,2.60775193798
648271831,radiant,0,Normal,2.6205943331
645112787,radiant,0,Normal,2.65421479479
643208148,radiant,0,Normal,2.74331550802
645396133,radiant,1,High,2.0568383659
645260190,dire,1,High,2.11019283747
645197172,radiant,1,High,2.1279416639
627166226,radiant,1,High,2.18181818182
628202167,dire,1,High,2.25619834711
641876436,radiant,1,High,2.3125
645174955,dire,1,High,2.44393592677
627040007,radiant,1,High,2.44401544402
645181933,dire,1,High,2.45983379501
643121928,dire,1,High,2.46848989298
644617314,radiant,1,High,2.46887631366
624755961,radiant,1,High,2.47251114413
627083336,radiant,1,High,2.49675625579
645228608,radiant,1,High,2.50204918033
626780627,dire,1,High,2.5389876881
623172202,radiant,1,High,2.56912318451
623246765,radiant,1,High,2.57887517147
648148700,dire,1,High,2.59600997506
645282289,dire,1,High,2.6056745802
648267400,radiant,1,High,2.6157635468
641405166,radiant,1,High,2.61831368994
623199714,dire,1,High,2.6332155477
624579175,dire,1,High,2.64755077658
624608163,radiant,1,High,2.70281995662
624642968,dire,1,High,2.70747074707
640050884,dire,1,High,2.71015083571
645191970,dire,1,High,2.712
627616609,radiant,1,High,2.71643238003
644941370,dire,1,High,2.72727272727
626855387,dire,1,High,2.7680478428
643015651,radiant,1,High,2.772591857
628111860,dire,1,High,2.79340028694
629142053,dire,1,High,2.8197309417
648170324,radiant,1,High,2.828438949
629067363,radiant,1,High,2.85804416404
648244534,dire,1,High,2.86062881276
645093123,radiant,1,High,2.87205601528
645231926,dire,1,High,2.89351716046
645274767,radiant,1,High,2.90458015267
645149155,dire,1,High,2.92136828076
645268274,dire,1,High,2.92504164353
643624058,dire,1,High,3.00961538462
621624233,radiant,1,High,3.00967395199
626519881,radiant,1,High,3.02002670227
624692548,radiant,1,High,3.03861386139
644957827,dire,1,High,3.06699751861
645396133,dire,0,High,1.18294849023
645260190,radiant,0,High,1.86776859504
629067363,dire,0,High,1.8832807571
645093123,dire,0,High,1.90197326544
645228608,dire,0,High,1.99795081967
627166226,dire,0,High,2.07954545455
648170324,dire,0,High,2.08655332303
645282289,radiant,0,High,2.14707585408
627083336,dire,0,High,2.1686746988
624755961,dire,0,High,2.18127786033
640050884,radiant,0,High,2.19160211985
626780627,radiant,0,High,2.27086183311
648244534,radiant,0,High,2.29188174566
645149155,radiant,0,High,2.30297645491
624579175,radiant,0,High,2.31780167264
645197172,dire,0,High,2.33874709977
627040007,dire,0,High,2.34266409266
644617314,dire,0,High,2.34761519806
643121928,radiant,0,High,2.39714625446
645191970,radiant,0,High,2.418
648267400,dire,0,High,2.41871921182
641876436,dire,0,High,2.41964285714
623246765,dire,0,High,2.43072702332
626855387,radiant,0,High,2.45536095686
624642968,radiant,0,High,2.45544554455
645268274,radiant,0,High,2.49194891727
643624058,radiant,0,High,2.5
629142053,radiant,0,High,2.5130044843
643015651,dire,0,High,2.52631578947
645181933,radiant,0,High,2.53581321725
644957827,radiant,0,High,2.55086848635
648148700,radiant,0,High,2.55860349127
645274767,dire,0,High,2.56106870229
645174955,radiant,0,High,2.57025171625
644941370,radiant,0,High,2.57210031348
627616609,dire,0,High,2.58846340281
626519881,dire,0,High,2.60347129506
645231926,radiant,0,High,2.60486946319
623199714,radiant,0,High,2.62049469965
628202167,radiant,0,High,2.62190082645
623172202,dire,0,High,2.67240451856
624608163,dire,0,High,2.67245119306
641405166,dire,0,High,2.67996373527
624692548,dire,0,High,2.75346534653
621624233,dire,0,High,2.7860981727
628111860,radiant,0,High,2.83644189383
636476209,radiant,1,VeryHigh,1.2
636476209,dire,0,VeryHigh,1.46666666667
643837106,dire,0,VeryHigh,2.03428571429
634751129,dire,0,VeryHigh,2.06418485237
639655565,dire,0,VeryHigh,2.08641548566
645258275,dire,0,VeryHigh,2.08833223467
645284166,dire,0,VeryHigh,2.10623556582
638444119,dire,0,VeryHigh,2.16123499142
636257744,radiant,0,VeryHigh,2.17508417508
645252358,radiant,0,VeryHigh,2.19855134214
637461379,radiant,0,VeryHigh,2.22745098039
636303474,radiant,0,VeryHigh,2.23923444976
643680312,radiant,1,VeryHigh,2.25
639655565,radiant,1,VeryHigh,2.26477704805
645138849,dire,0,VeryHigh,2.28260869565
643651688,dire,0,VeryHigh,2.28535980149
645231935,radiant,0,VeryHigh,2.2924137931
638444119,radiant,1,VeryHigh,2.30531732419
643618598,dire,0,VeryHigh,2.30769230769
648283764,radiant,0,VeryHigh,2.32643678161
645231935,dire,1,VeryHigh,2.34206896552
643680312,dire,0,VeryHigh,2.34756097561
644676572,radiant,0,VeryHigh,2.3606557377
636381308,radiant,1,VeryHigh,2.39615589963
643051079,dire,0,VeryHigh,2.40410958904
636303474,dire,1,VeryHigh,2.42583732057
645319525,dire,0,VeryHigh,2.43037974684
636512456,radiant,0,VeryHigh,2.44049247606
643792570,dire,1,VeryHigh,2.44403669725
647869043,radiant,0,VeryHigh,2.46687697161
645212603,dire,0,VeryHigh,2.48112897932
640183396,radiant,0,VeryHigh,2.4843161857
643721703,dire,0,VeryHigh,2.49541284404
643792570,radiant,0,VeryHigh,2.49541284404
647798202,dire,0,VeryHigh,2.49782350613
642238139,radiant,1,VeryHigh,2.5
636381308,dire,0,VeryHigh,2.50507207688
645318558,dire,0,VeryHigh,2.51079136691
639943860,dire,0,VeryHigh,2.52383034543
643833001,radiant,0,VeryHigh,2.53083475298
634790888,radiant,0,VeryHigh,2.53372434018
645284166,radiant,1,VeryHigh,2.54272517321
644561255,radiant,1,VeryHigh,2.54545454545
648283764,dire,1,VeryHigh,2.54712643678
644561255,dire,0,VeryHigh,2.56459330144
636420810,dire,1,VeryHigh,2.58589355257
645867950,radiant,0,VeryHigh,2.59280855199
643538237,dire,1,VeryHigh,2.62116040956
634751129,radiant,1,VeryHigh,2.62644415918
636585258,radiant,0,VeryHigh,2.63052631579
645138849,radiant,1,VeryHigh,2.63315217391
645258275,radiant,1,VeryHigh,2.64205669084
643511051,radiant,0,VeryHigh,2.64308681672
637461379,dire,1,VeryHigh,2.6431372549
647798202,radiant,1,VeryHigh,2.64503363672
636420810,radiant,0,VeryHigh,2.65339679792
643833001,dire,1,VeryHigh,2.6534923339
643538237,radiant,0,VeryHigh,2.66894197952
636311751,radiant,0,VeryHigh,2.68085106383
645252358,dire,1,VeryHigh,2.68427780145
634790888,dire,1,VeryHigh,2.68454126519
638399346,dire,0,VeryHigh,2.6874251497
645285079,radiant,0,VeryHigh,2.68861454047
636257744,dire,1,VeryHigh,2.6936026936
645867950,dire,1,VeryHigh,2.69387755102
643651688,radiant,1,VeryHigh,2.69478908189
645358352,dire,0,VeryHigh,2.70072992701
645223470,radiant,0,VeryHigh,2.70274572224
645319525,radiant,1,VeryHigh,2.70655926352
636342671,dire,0,VeryHigh,2.72250546249
644676572,dire,1,VeryHigh,2.72459016393
643752615,radiant,0,VeryHigh,2.72676579926
643618598,radiant,1,VeryHigh,2.73592386994
636585258,dire,1,VeryHigh,2.75052631579
643837106,radiant,1,VeryHigh,2.75428571429
645347209,dire,0,VeryHigh,2.77976416889
645312257,dire,1,VeryHigh,2.80288257736
646049346,dire,1,VeryHigh,2.83012259194
646049346,radiant,0,VeryHigh,2.83012259194
642238139,dire,0,VeryHigh,2.83955223881
636311751,dire,1,VeryHigh,2.85106382979
643721703,radiant,1,VeryHigh,2.85504587156
640088992,dire,0,VeryHigh,2.86278285989
643752615,dire,1,VeryHigh,2.91635687732
643511051,dire,1,VeryHigh,2.92765273312
645347209,radiant,1,VeryHigh,2.94864967668
645223470,dire,1,VeryHigh,2.96538002388
636512456,dire,1,VeryHigh,2.9658002736
645212603,radiant,1,VeryHigh,2.99310797506
638399346,radiant,1,VeryHigh,3.00359281437
639943860,radiant,1,VeryHigh,3.04328815042
640183396,dire,1,VeryHigh,3.04516938519
636342671,radiant,1,VeryHigh,3.10269482884
645285079,dire,1,VeryHigh,3.10562414266
645312257,radiant,0,VeryHigh,3.10809665112
640088992,radiant,1,VeryHigh,3.11699566683
647869043,dire,1,VeryHigh,3.16088328076
643051079,radiant,1,VeryHigh,3.18493150685
645358352,radiant,1,VeryHigh,3.21654501217
645318558,radiant,1,VeryHigh,3.25179856115
579132234,dire,0,Pro,1.24019138756
579132234,radiant,1,Pro,1.4985645933
644940512,radiant,0,Pro,1.98784676354
644940512,dire,1,Pro,2.21611624835
644745895,dire,0,Pro,2.3285248953
599569853,dire,1,Pro,2.49515418502
611706372,radiant,0,Pro,2.51446945338
588972183,radiant,0,Pro,2.51658767773
610363820,radiant,0,Pro,2.52348993289
644745895,radiant,1,Pro,2.52396463471
601028596,radiant,0,Pro,2.52598091198
590436483,dire,0,Pro,2.53316645807
647826183,radiant,0,Pro,2.56595264938
599569853,radiant,0,Pro,2.56916299559
646416200,radiant,0,Pro,2.56989886972
644725431,dire,1,Pro,2.5844454671
593144800,dire,0,Pro,2.61173533084
569649581,dire,0,Pro,2.62282398453
611805511,dire,0,Pro,2.6413762682
644790017,radiant,0,Pro,2.64220183486
648005989,radiant,0,Pro,2.64516129032
590518928,radiant,0,Pro,2.66380697051
599633031,radiant,0,Pro,2.70152505447
610451558,dire,0,Pro,2.70746634027
580713548,radiant,1,Pro,2.71116816431
591705499,dire,0,Pro,2.71725826193
580795951,dire,0,Pro,2.72164948454
644725431,radiant,0,Pro,2.72250345145
593051940,radiant,1,Pro,2.73130649137
590518928,dire,1,Pro,2.7345844504
645037586,dire,0,Pro,2.73722627737
610363820,dire,1,Pro,2.75615212528
646298269,radiant,1,Pro,2.7628458498
588972183,dire,1,Pro,2.7654028436
593051940,dire,0,Pro,2.77074774035
589072947,radiant,0,Pro,2.77179080824
591890072,dire,0,Pro,2.77644230769
599633031,dire,1,Pro,2.79738562092
599472634,dire,1,Pro,2.81534344335
611706372,dire,1,Pro,2.8231511254
644837381,radiant,0,Pro,2.83918669131
646298269,dire,0,Pro,2.84584980237
569649581,radiant,1,Pro,2.84719535783
589157786,dire,0,Pro,2.84880636605
602248335,dire,0,Pro,2.86098654709
602341542,dire,0,Pro,2.87598944591
602248335,radiant,1,Pro,2.87892376682
590436483,radiant,1,Pro,2.88360450563
591890072,radiant,1,Pro,2.88461538462
613149649,dire,1,Pro,2.89703315881
590348637,dire,0,Pro,2.89789303079
644837381,dire,1,Pro,2.89833641405
643128080,radiant,1,Pro,2.89970930233
610263617,dire,0,Pro,2.90211132438
647752500,dire,0,Pro,2.90329289428
580607270,radiant,0,Pro,2.91352009744
600946678,radiant,0,Pro,2.94488188976
580713548,dire,0,Pro,2.94736842105
643128080,dire,0,Pro,2.95203488372
589157786,radiant,1,Pro,2.96021220159
591798786,dire,1,Pro,2.96635787421
600946678,dire,1,Pro,2.96850393701
647868978,radiant,0,Pro,2.97568881686
599472634,radiant,0,Pro,2.97591436218
643231908,dire,0,Pro,2.97945205479
591798786,radiant,0,Pro,3.00146270112
610263617,radiant,1,Pro,3.01151631478
600841581,radiant,0,Pro,3.02773497689
646501704,radiant,0,Pro,3.03290414878
647826183,dire,1,Pro,3.03494926719
647868978,dire,1,Pro,3.04376012966
589072947,dire,1,Pro,3.05229793978
647752500,radiant,1,Pro,3.05719237435
590348637,radiant,1,Pro,3.06645056726
646501704,dire,1,Pro,3.07868383405
648005989,dire,1,Pro,3.08504398827
580795951,radiant,1,Pro,3.08505154639
569716737,dire,0,Pro,3.09726061825
611805511,radiant,1,Pro,3.11248345831
646416200,dire,1,Pro,3.12671029149
591705499,radiant,1,Pro,3.14320685435
569716737,radiant,1,Pro,3.16964061322
610451558,radiant,1,Pro,3.182374541
593144800,radiant,1,Pro,3.19101123596
600841581,dire,1,Pro,3.19414483821
601028596,dire,1,Pro,3.2131495228
645037586,radiant,1,Pro,3.21897810219
613149649,radiant,0,Pro,3.23909249564
580607270,dire,1,Pro,3.23995127893
644790017,dire,1,Pro,3.25871559633
602341542,radiant,1,Pro,3.31926121372
643231908,radiant,1,Pro,3.33390410959
